CWRC ID,URI,Primary Title,Alternative Title,Other Title,No Type Title,Orlando Record Identifier,Counts,Count_primary,Count_alternative,Count_other,Count_none,Count_all
000141f4-6230-4dda-aedb-37d3040da6c2,https://commons.cwrc.ca/orlando:000141f4-6230-4dda-aedb-37d3040da6c2,Yesterday's Woman: Domestic Realism in the English Novel,,,,10602,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00017196-e5f8-49fe-b281-e758862e6807,https://commons.cwrc.ca/orlando:00017196-e5f8-49fe-b281-e758862e6807,Margaret of Anjou,"Margaret of Anjou. A Poem, in ten cantos",,,59266,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00038b77-fb2c-4044-ab1d-80c710807c02,https://commons.cwrc.ca/orlando:00038b77-fb2c-4044-ab1d-80c710807c02,Austin Phelps: A Memoir,,,,40386,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
000478d3-09eb-456a-887f-fc8769e32433,https://commons.cwrc.ca/orlando:000478d3-09eb-456a-887f-fc8769e32433,An Autobiography,"Agatha Christie, An Autobiography, 1977",,,14019,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
0004e3f9-54a0-4cb0-9377-2a87db9bd813,https://commons.cwrc.ca/orlando:0004e3f9-54a0-4cb0-9377-2a87db9bd813,Chances and Changes,Chances and Changes. A Domestic Story,,,106249,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
0004f9ce-4dfd-4174-b92d-8754501f6934,https://commons.cwrc.ca/orlando:0004f9ce-4dfd-4174-b92d-8754501f6934,Extracts and Original Anecdotes for the Improvement of Youth,,,,104895,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
000639da-0ca9-47bf-b595-fd815d8e66c2,https://commons.cwrc.ca/orlando:000639da-0ca9-47bf-b595-fd815d8e66c2,Gospels of Anarchy,"Gospels of Anarchy, and Other Contemporary Studies",,,19679,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
000de501-8674-463a-801c-d45a39c49fa6,https://commons.cwrc.ca/orlando:000de501-8674-463a-801c-d45a39c49fa6,"Fitz-Edward; or, The Cambrians","Fitz-Edward; or, The Cambrians. A Novel. Interspersed with Pieces of Poetry",,,11057,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00101e8d-2967-4992-84ed-509cec005fb9,https://commons.cwrc.ca/orlando:00101e8d-2967-4992-84ed-509cec005fb9,"A Catalogue of Books and Announcements of Methuen and Company, Publishers (1899)",,,,36356,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
001863c0-ef37-43e0-8d44-19e882787fdd,https://commons.cwrc.ca/orlando:001863c0-ef37-43e0-8d44-19e882787fdd,"When the Bough Breaks, and Other Stories",,,,105229,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
001acf65-9938-4198-b219-a303d432e75d,https://commons.cwrc.ca/orlando:001acf65-9938-4198-b219-a303d432e75d,Thomas Parnell's Poem 'To a Young Lady' as Addressed to Elizabeth Tollet,,,,3327,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00257985-a2e5-4185-bc72-266294a56263,https://commons.cwrc.ca/orlando:00257985-a2e5-4185-bc72-266294a56263,Dark Gentleman,,,,103398,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
002c8b07-38c6-4c57-8807-69bca92fbb49,https://commons.cwrc.ca/orlando:002c8b07-38c6-4c57-8807-69bca92fbb49,Review of Naomi Mitchison's  Cloud Cuckoo Land,,,,4847,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
003058f2-d203-4249-8ff1-17d417f09840,https://commons.cwrc.ca/orlando:003058f2-d203-4249-8ff1-17d417f09840,,,,"'The Woman of Kronstadt,' By Max Pemberton and George Fleming, at the Garrick Theatre",,"{'all': 1, 'primary': 0, 'alternative': 0, 'none': 1, 'other': 0}",0,0,0,1,1
00312d8c-53ee-44ac-8ebf-ebb41a745a49,https://commons.cwrc.ca/orlando:00312d8c-53ee-44ac-8ebf-ebb41a745a49,Lady Mary Wroth,,,,67429,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0035f5c3-8baa-429f-a6c2-e24f7e8bb108,https://commons.cwrc.ca/orlando:0035f5c3-8baa-429f-a6c2-e24f7e8bb108,Hiding Germany's Painful Past,,,,20351,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0036509b-9463-475f-8e7d-907e1d2a8277,https://commons.cwrc.ca/orlando:0036509b-9463-475f-8e7d-907e1d2a8277,Scholar Gipsies,,,,63288,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0036b790-a406-488b-a73a-40c793747b4e,https://commons.cwrc.ca/orlando:0036b790-a406-488b-a73a-40c793747b4e,The Flower of the Mind,The Flower of the Mind: a choice among the best poems,,,25373,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
003c5f60-ba6a-4c17-99b9-c48ffb54e90f,https://commons.cwrc.ca/orlando:003c5f60-ba6a-4c17-99b9-c48ffb54e90f,Wo to thee Towne of Cambridge,,,,103545,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
003ddd03-370b-495c-8bcd-ffffe7484cda,https://commons.cwrc.ca/orlando:003ddd03-370b-495c-8bcd-ffffe7484cda,Look to the Lady,The Gyrth Chalice Mystery,,,17209,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00406aa4-4611-4666-b310-0a1f28c3a980,https://commons.cwrc.ca/orlando:00406aa4-4611-4666-b310-0a1f28c3a980,Defoe's Birth,,,,93925,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
004207fb-0f9e-46f6-b067-246f12a766d9,https://commons.cwrc.ca/orlando:004207fb-0f9e-46f6-b067-246f12a766d9,A Different Point of View: Sara Jeannette Duncan,,,,10507,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00433464-a1e1-4316-9b9c-46cd2d80db6a,https://commons.cwrc.ca/orlando:00433464-a1e1-4316-9b9c-46cd2d80db6a,Ghostly Colloquies: Seamus Heaney's  Station Island,,,,78489,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0046a983-d300-4471-9b25-faa78f9bf7b3,https://commons.cwrc.ca/orlando:0046a983-d300-4471-9b25-faa78f9bf7b3,The Author,,,,100619,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0048283f-f78d-4b38-bb2e-f76196ae6eb2,https://commons.cwrc.ca/orlando:0048283f-f78d-4b38-bb2e-f76196ae6eb2,Sacred Cows,Sacred Cows: Is Feminism Relevant to the New Millenium?,,,29732,"{'all': 3, 'primary': 1, 'alternative': 2, 'none': 0, 'other': 0}",1,2,0,0,3
0048390e-5be7-4588-b3d8-59b04a9e67c4,https://commons.cwrc.ca/orlando:0048390e-5be7-4588-b3d8-59b04a9e67c4,"Jet lag, tea and horrid photos",,,,49735,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0049a437-53b7-4f1b-aa66-93af47580a50,https://commons.cwrc.ca/orlando:0049a437-53b7-4f1b-aa66-93af47580a50,Red Dust,,,,82230,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
004b5a51-b5f2-4943-86cd-078443c0782a,https://commons.cwrc.ca/orlando:004b5a51-b5f2-4943-86cd-078443c0782a,"Poems and Extracts Chosen by William Wordsworth for an Album presented to Lady Mary Lowther, Christmas 1819",,,,23034,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
004b63a9-4f5f-4557-b559-474da0153538,https://commons.cwrc.ca/orlando:004b63a9-4f5f-4557-b559-474da0153538,"Verse-Tales, Lyrics, and Translations",,,,102201,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0052b27d-a51b-4342-bc07-7deea352b8c0,https://commons.cwrc.ca/orlando:0052b27d-a51b-4342-bc07-7deea352b8c0,The Voluntary Exile,,,,51385,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
005392d1-11f2-4701-b0da-7b27caad34d3,https://commons.cwrc.ca/orlando:005392d1-11f2-4701-b0da-7b27caad34d3,Dancing On Hot Bricks: Virginia Woolf in 1941,,,,61051,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0056112c-ef00-4c96-894c-926306ea77ac,https://commons.cwrc.ca/orlando:0056112c-ef00-4c96-894c-926306ea77ac,Thrown on the World,,,,53445,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
005ae837-0b7f-4f70-b8ef-99ee6e87365a,https://commons.cwrc.ca/orlando:005ae837-0b7f-4f70-b8ef-99ee6e87365a,"English National Identity in Mariana Starke's  The Sword of Peace : India, Abolition, and the Rights of Women",,,,23629,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
005b2f18-5b92-4db6-a360-967449322fc3,https://commons.cwrc.ca/orlando:005b2f18-5b92-4db6-a360-967449322fc3,Autobiography of Miss Cornelia Knight,"Autobiography of Miss Cornelia Knight, Lady Companion to the Princess Charlotte of Wales. With Extracts from her Journals and Anecdote Books",,,68567,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
005ce662-04b2-4c66-9a06-bc266f562453,https://commons.cwrc.ca/orlando:005ce662-04b2-4c66-9a06-bc266f562453,"The House of Commons, 1754-1790",,,,10308,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
005eb7df-fada-4d13-8206-8c30ec309ece,https://commons.cwrc.ca/orlando:005eb7df-fada-4d13-8206-8c30ec309ece,Introduction,,,,84046,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
005f15f5-6a24-46ce-bc2c-a72965b0d4a7,https://commons.cwrc.ca/orlando:005f15f5-6a24-46ce-bc2c-a72965b0d4a7,Buchanan's Theatrical Ventures in America,,,,54829,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
005fb278-0585-4eed-9884-2798a033417d,https://commons.cwrc.ca/orlando:005fb278-0585-4eed-9884-2798a033417d,Letters to Guy,,,,64014,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
006141c7-4cdb-446f-b2de-3a3208d6cacb,https://commons.cwrc.ca/orlando:006141c7-4cdb-446f-b2de-3a3208d6cacb,Display,Display. A Tale for Young People,,,10908,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
006c9ab1-3d15-46d1-b6ff-14340e236de7,https://commons.cwrc.ca/orlando:006c9ab1-3d15-46d1-b6ff-14340e236de7,The Nawal El Saadawi Reader,,,,40509,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
006e0f59-bc8c-4bb3-92f9-2f6788f4b51f,https://commons.cwrc.ca/orlando:006e0f59-bc8c-4bb3-92f9-2f6788f4b51f,"An Account of the Rise, Progress, and Present State of the Magdalen Hospital, for the Reception of Penitent Prostitutes",,,,109748,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00704248-d350-474b-8019-b14461ed4297,https://commons.cwrc.ca/orlando:00704248-d350-474b-8019-b14461ed4297,The Hothouse,,,,71828,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00713cac-fbfc-47da-95a0-254490a81b5b,https://commons.cwrc.ca/orlando:00713cac-fbfc-47da-95a0-254490a81b5b,Winsome Pinnock,,,,90548,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0074f203-7886-4eeb-8b7f-4ebf2089e260,https://commons.cwrc.ca/orlando:0074f203-7886-4eeb-8b7f-4ebf2089e260,Marcus Flaminius,"Marcus Flaminius; or, a view of the Military, Political, and Social Life of the Romans: in a Series of Letters from a Patrician to his Friend; in the Year DCC.LXII From the Foundation of Rome, to the Year DCC.LXIX",,,66105,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00775565-4da6-4b01-ad91-94d22cb75475,https://commons.cwrc.ca/orlando:00775565-4da6-4b01-ad91-94d22cb75475,Mademoiselle de Maupin,Mademoiselle de Maupin. Double amour,,,100741,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
007791f3-5d35-4d57-8361-1cdfaac066c9,https://commons.cwrc.ca/orlando:007791f3-5d35-4d57-8361-1cdfaac066c9,Facing the Footlights,,,,30447,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0077f0ab-1a6d-4180-94d4-c46adab430d0,https://commons.cwrc.ca/orlando:0077f0ab-1a6d-4180-94d4-c46adab430d0,A Diary Without Dates,,,,103400,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
007bf4b1-4209-4180-a628-120a0a811528,https://commons.cwrc.ca/orlando:007bf4b1-4209-4180-a628-120a0a811528,Searching for the Elusive Madame de Pompadour,,,,22747,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
007dac82-ee4d-42b8-8aaf-6083d093b95a,https://commons.cwrc.ca/orlando:007dac82-ee4d-42b8-8aaf-6083d093b95a,Mount Sorel,"Mount Sorel; or, The Heiress of the de Veres",,,26583,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00825c2a-bdb8-4cec-868b-50ac27ded939,https://commons.cwrc.ca/orlando:00825c2a-bdb8-4cec-868b-50ac27ded939,Sons,,,,87265,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
008339d8-1635-41b5-b35c-a06612133c43,https://commons.cwrc.ca/orlando:008339d8-1635-41b5-b35c-a06612133c43,The Actress's Ways and Means,"The Actress's Ways and Means, to Industriously Raise the Wind. Containing the Moral and Entertaining Poetical Effusions of Mrs. R. Beverley",,,30289,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
0083fd84-a2eb-4e92-b05b-6bbd607efff5,https://commons.cwrc.ca/orlando:0083fd84-a2eb-4e92-b05b-6bbd607efff5,A Chaine of Pearle,"A Chaine of Pearle; or, a Memorial of the Peerles Graces and Heroick Vertues of Queen Elizabeth, of Glorious Memory",,,12130,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
008633cf-9c9a-4144-bb92-dd81be655400,https://commons.cwrc.ca/orlando:008633cf-9c9a-4144-bb92-dd81be655400,The Revelation of Revelations,"The Revelation of Revelations particularly as an essay towards the unsealing, opening and discovering the seven seals, the seven thunders, and the New-Jerusalem state. The which have not hitherto so far been brought forth to light (except by the spiritual discerner) to any degree of satisfaction, as to the understanding of the grand mystery",,,17474,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00882f94-54c3-4fcf-b3ab-b71e13855e76,https://commons.cwrc.ca/orlando:00882f94-54c3-4fcf-b3ab-b71e13855e76,Bardism,,,,59206,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00921ac8-a13b-4181-a659-63b19c805420,https://commons.cwrc.ca/orlando:00921ac8-a13b-4181-a659-63b19c805420,Introduction and Commentary,,,,13703,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0094c181-e846-493a-af86-b6389b227f5c,https://commons.cwrc.ca/orlando:0094c181-e846-493a-af86-b6389b227f5c,Education should be a right for all,,,,90617,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
0097c21c-d9ee-40c9-a95c-5fe6401090c2,https://commons.cwrc.ca/orlando:0097c21c-d9ee-40c9-a95c-5fe6401090c2,,,,Messrs. Macmillan & Co.'s New Books,,"{'all': 1, 'primary': 0, 'alternative': 0, 'none': 1, 'other': 0}",0,0,0,1,1
0098b0be-773f-4ac5-b0c4-d029afd3dc1c,https://commons.cwrc.ca/orlando:0098b0be-773f-4ac5-b0c4-d029afd3dc1c,Dictionary of Literary Biography 51,Afro-American Writers from the Harlem Renaissance to 1940,,,18606,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
009991d3-a6dd-4a21-966e-dc86daaf058b,https://commons.cwrc.ca/orlando:009991d3-a6dd-4a21-966e-dc86daaf058b,The Forlorn Hope,The Forlorn Hope. A Tale,,,29133,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
009b1c7c-681f-4926-a908-6290b0566076,https://commons.cwrc.ca/orlando:009b1c7c-681f-4926-a908-6290b0566076,"Life of John Gibson, R.A., Sculptor",,,,109048,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
009b48ac-5361-4639-901f-6ea8530eb92c,https://commons.cwrc.ca/orlando:009b48ac-5361-4639-901f-6ea8530eb92c,The False Count,"A Farce Call'd The False Count: Or, A New Way to Play an Old Game",,,103482,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
009ee954-62f4-4bef-87b7-32fc625c25b9,https://commons.cwrc.ca/orlando:009ee954-62f4-4bef-87b7-32fc625c25b9,Forward Prize goes to Kathleen Jamie,,,,44312,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00a2f5b7-02da-4726-9a1b-c0a7495a81b5,https://commons.cwrc.ca/orlando:00a2f5b7-02da-4726-9a1b-c0a7495a81b5,The Casual Vacancy,,,,74186,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00a39ff9-2221-4670-be08-d5a2d98ca75c,https://commons.cwrc.ca/orlando:00a39ff9-2221-4670-be08-d5a2d98ca75c,For Pity's Sake,,,,35286,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00a40742-a501-46da-a6ac-051524967d04,https://commons.cwrc.ca/orlando:00a40742-a501-46da-a6ac-051524967d04,Obituary: Patricia Beer,,,,11311,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00a54180-eb02-46d4-a539-e9c89fef0631,https://commons.cwrc.ca/orlando:00a54180-eb02-46d4-a539-e9c89fef0631,Victorian Feminism 1850-1900,,,,365,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00a8b58d-1e84-4c34-a4f1-ea9ae234fac7,https://commons.cwrc.ca/orlando:00a8b58d-1e84-4c34-a4f1-ea9ae234fac7,Variations on the Private in Charlotte Smith's Late Letters and Writings,,,,24847,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00ab17b1-0a7e-4261-8e66-c369c3a73ae7,https://commons.cwrc.ca/orlando:00ab17b1-0a7e-4261-8e66-c369c3a73ae7,World Book and Copyright Day 2007,,,,57186,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00ab4384-1759-478a-931c-bcfd7f93e559,https://commons.cwrc.ca/orlando:00ab4384-1759-478a-931c-bcfd7f93e559,Honor O'Hara,Honor O'Hara. A Novel,,,10748,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00b29a4d-98b3-45d4-919b-80af51f0d19c,https://commons.cwrc.ca/orlando:00b29a4d-98b3-45d4-919b-80af51f0d19c,Love,,,,18717,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00b29cd2-1092-4a2c-ad30-e9ecbead1d71,https://commons.cwrc.ca/orlando:00b29cd2-1092-4a2c-ad30-e9ecbead1d71,Travels in West Africa,"Travels in West Africa: Congo Francais, Corisco and Cameroons",,,63589,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00b44955-920d-45e0-a460-e38f61b51c59,https://commons.cwrc.ca/orlando:00b44955-920d-45e0-a460-e38f61b51c59,,,,"Growth, A Novel.",,"{'all': 1, 'primary': 0, 'alternative': 0, 'none': 1, 'other': 0}",0,0,0,1,1
00b5906d-a3ea-4206-bcfb-b31d809e26ed,https://commons.cwrc.ca/orlando:00b5906d-a3ea-4206-bcfb-b31d809e26ed,Margret Howth,,,,63928,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00ba21e6-7246-4187-9e51-d68c3be44882,https://commons.cwrc.ca/orlando:00ba21e6-7246-4187-9e51-d68c3be44882,Her Book: Poems 1988-1998,,,,44268,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00c0cb4b-3dcc-468e-bb1e-0969f26d71bc,https://commons.cwrc.ca/orlando:00c0cb4b-3dcc-468e-bb1e-0969f26d71bc,Fathers Who Live Too Long,,,,78607,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00c3e50d-4119-4e8f-914b-9b72d2f893bd,https://commons.cwrc.ca/orlando:00c3e50d-4119-4e8f-914b-9b72d2f893bd,The Lantern Bearers,,,,151468,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00c43606-88dc-4850-a621-4b7ea649a2ca,https://commons.cwrc.ca/orlando:00c43606-88dc-4850-a621-4b7ea649a2ca,Victorian Women's Magazines: An Anthology,,,,9632,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00c46fc0-c8fa-4689-aa30-d2ff325562dd,https://commons.cwrc.ca/orlando:00c46fc0-c8fa-4689-aa30-d2ff325562dd,Atlantic Monthly,,,,63888,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00c55ae4-4513-4a58-af5e-e7a7581d9d72,https://commons.cwrc.ca/orlando:00c55ae4-4513-4a58-af5e-e7a7581d9d72,"NRM Season 25: Joan La Barbara, March 17",,,,68245,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00c64b52-16b4-4d70-8b6e-443b9ba02d94,https://commons.cwrc.ca/orlando:00c64b52-16b4-4d70-8b6e-443b9ba02d94,Philidore and Placentia,"Philidore and Placentia; or, L'Amour Trop Delicat",,,13206,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00c882dd-f974-42c0-99e4-413ca188160c,https://commons.cwrc.ca/orlando:00c882dd-f974-42c0-99e4-413ca188160c,Witch Stories,,,,30317,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00c9af06-8747-4c4b-a7ed-d5d9f55f2ba0,https://commons.cwrc.ca/orlando:00c9af06-8747-4c4b-a7ed-d5d9f55f2ba0,The Flower-Piece,The Flower-Piece: a collection of miscellany poems,,,77066,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00ca7efd-73bc-4633-8dac-7fa0bd340a63,https://commons.cwrc.ca/orlando:00ca7efd-73bc-4633-8dac-7fa0bd340a63,"The Near Approach to Christ's Kingdom, clearly proved by Scripture","The near aproach of Christ's kingdom, clearly proved by Scripture. With a certain account of the signs of the present times relating thereto",,,12607,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00cbd3fd-4f09-44bc-b6f5-8d3d4bf4c2bf,https://commons.cwrc.ca/orlando:00cbd3fd-4f09-44bc-b6f5-8d3d4bf4c2bf,The Rival Widows,"The Rival Widows; or, Fair Libertine. A Comedy. As it is acted at the Theatre-Royal, in Covent-Garden",,,31105,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00ce83db-430c-4228-b0a3-7506150741b2,https://commons.cwrc.ca/orlando:00ce83db-430c-4228-b0a3-7506150741b2,The Rural Lyre,"The Rural Lyre: A Volume of Poems Dedicated to the Right Honourable the Earl of Bristol, Lord Bishop of Derry",,,14607,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00cfd6ec-492a-4027-9c06-be0f19c75fa5,https://commons.cwrc.ca/orlando:00cfd6ec-492a-4027-9c06-be0f19c75fa5,Station Amusements in New Zealand,,,,64013,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00d4c100-686b-4af1-a7af-08da6b712f5f,https://commons.cwrc.ca/orlando:00d4c100-686b-4af1-a7af-08da6b712f5f,Over,,,,65325,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00d618f9-829b-41f2-83d7-323bdb06313a,https://commons.cwrc.ca/orlando:00d618f9-829b-41f2-83d7-323bdb06313a,The Practice of Quixotism: postmodern theory and eighteenth-century women's writing,,,,90110,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00d78535-1c6e-4258-8412-d8fce2f01a7e,https://commons.cwrc.ca/orlando:00d78535-1c6e-4258-8412-d8fce2f01a7e,"The World and His Wife; or, A Person of Consequence","The World and His Wife; or, A Person of Consequence. A Photographic Novel",,,102463,"{'all': 2, 'primary': 1, 'alternative': 1, 'none': 0, 'other': 0}",1,1,0,0,2
00d933f1-9246-48f2-a1a4-3f474808d13f,https://commons.cwrc.ca/orlando:00d933f1-9246-48f2-a1a4-3f474808d13f,Songs of Seven,,,,102281,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00da6bb5-0c41-4a7d-bc29-33fd52647213,https://commons.cwrc.ca/orlando:00da6bb5-0c41-4a7d-bc29-33fd52647213,Particularly Cats,,,,6839,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
00df4fef-3ba9-416a-a6dc-922ad791e1bc,https://commons.cwrc.ca/orlando:00df4fef-3ba9-416a-a6dc-922ad791e1bc,Diva's Top 5 Books of the Year,,,,90908,"{'all': 1, 'primary': 1, 'alternative': 0, 'none': 0, 'other': 0}",1,0,0,0,1
