RDF Type,uri,Official Label,alt label #0,alt label #1,alt label #2,alt label #3,alt label #4,alt label #5,alt label #6,alt label #7,alt label #8,alt label #9,alt label #10,alt label #11,alt label #12,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/educationReform,education reform,education reformer,educational reform,educational reformer,educationalist,state education movement,education reform,réforme de l'éducation,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/egalitarianism,egalitarianism,egalitarian,egalitarianism,Égalitarisme,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/egyptianNationalism,Egyptian nationalism,Egyptian nationalism,nationalisme égyptien,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/elderRights,elder rights,elder care activist,droit des personnes âgées,elder rights,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/environmentalism,environmentalism,environmental causes,climate activist,ecologist,environmentalist,green,nature conservationist,environmentalism,Écologisme,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/eugenics,eugenics,eugenicist,Eugénisme,eugenics,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/existentialism,existentialism,existentialist,Existentialisme,existentialism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/fascism,fascism,fascist,fascist party,pro-fascist,Fascisme,fascism,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/feminism,feminism,advocate for women's education,worked devotedly for the society for promoting the employment of women,worked to establish pay equity,Equality Feminism,New Woman,Women's Liberation,activist for women and children,advocate of female education,anti-sexist,contraceptionist,feminist,feminist activism,feminist movement,feminist reformer,gender egalitarian,lobby for the rights of women,maternal feminist,moderate feminist,non-separatist feminist,political issues concerning women,proto-feminist,proto-feminist consciousness,sexual egalitarian,women's cause,women's issues,women's movement,women's rights,women's rights activist,Féminisme,feminism
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/feministAnti-ViolenceActivism,feminist anti-violence activism,against violence to women,anti-female-genital-mutilation,feminist anti-violence activism,féminisme contre la violence,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/feministInternationalism,feminist internationalism,feminist internationalism,féminisme internationaliste,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/feministPacifism,feminist pacifism,feminist pacifism,féminisme pacifiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/freeTradeMovement,free trade movement,free trader,free trade movement,mouvement pour le libre-échange,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/frenchNationalism,French nationalism,French nationalism,Nationalisme en France,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/gayRights,gay rights movement,gay rights advocate,pro-sexual preference,Mouvement LGBT,gay rights movement,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/GenderedPoliticalActivity,gendered political activity,gendered political activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/germanNationalism,German nationalism,pro-German,German nationalism,nationalisme allemand,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/girondin,Girondin,Gironde (Révolution française),Girondin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/greekNationalist,Greek nationalism,Greek nationalism,nationliste grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/guelphPartyFlorence,Guelph party (Florence),Guelph,Guelfes et gibelins,Guelph party (Florence),,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/hanoverian,Hanoverian,House of Hanover,Hanoverian,Maison de Hanovre,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/highChurchParty,High Church Party,High-Church party,Haute Église,High Church Party,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/highToryism,High Toryism,High Tory,High Toryism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/homeRule,Home rule,Home Rule movement,Home Rule,Home rule,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/housingMovement,housing movement,housing activism,housing charity,housing movement,mouvement pour le droit au logement,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/humanism,humanism,humanist,Humanisme,humanism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/humanRights,human rights,human rights activist,humanitarian,droits de l'homme,human rights,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/imperialism,imperialism,colonialist,commonwealth supporter,imperialist,Impérialisme,imperialism,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/indianIndependence,Indian independence movement,Indian independence,Indian self-government,indian nationalist,pro-independence (indian),Indian independence movement,Mouvement pour l'indépendance de l'Inde,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/indianUnification,Indian unification,Indian national unity,Indian unification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/indigenousRights,Indigenous rights movement,indigenous rights,Indigenous rights movement,droit des peuples autochtones,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/individualism,individualism,individualist,Individualisme,individualism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/internationalism,internationalism,internationalist,Internationalisme institutionnel,internationalism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/irishHomeRuleMovement,Irish Home Rule Movement,home ruler,home ruler (ireland),irish home ruler,Irish Home Rule Movement,mouvement Irish Home Rule,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/irishNationalism,Irish nationalism,cultural nationalist,irish nationalist,irish patriotism,parnellite,Irish nationalism,Nationalisme irlandais,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/irishRepublicanism,Irish republicanism,Sinn Fein,anti-unionist,irish independence,irish republic,irish republican,irish republicanism,irish resistance,liberty for Ireland,Irish republicanism,Républicanisme irlandais,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/irishUnionism,Irish unionism,anti-home rule,anti-home ruler,anti-irish,anti-irish nationalist,unionist,Irish unionism,Unionisme en Irlande,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/isolationism,isolationism,isolationism,isolationnisme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/italianNationalism,Italian nationalism,Italian nationalist movement,italian nationalist,italian risorgimento,mazzinian,Italian nationalism,nationalisme Italien,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/italianUnification,Italian unification,Italian unification,Risorgimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/jacobinism,Jacobinism,jacobin,pro-Jacobin,Jacobinism,Jacobinisme,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/jacobitism,Jacobitism,jacobite,jacobite conspirator,jacobites,Jacobitism,Jacobitisme,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/jewishEmancipation,Jewish emancipation,Jewish emancipation,Émancipation des Juifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/labourMovement,labour movement,Independent Labour Party,International Labour Party,Labour Party activist,Labour party,anti-sweated labour,factory reformer,industrial reformer,labour,labour activism,labour activist,labour advocate,labour feminist,labour organizer,women's labour activist,Mouvement ouvrier,labour movement,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/landReform,land reform,Irish land nationalization,land reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/left-Wing,left-wing,anti-conservative,leftist,Gauche (politique),left-wing,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/lesbianFeminism,lesbian feminism,lesbian feminist,lesbian feminism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/liberalism,liberalism,British Liberalism,Liberal Party,liberal,radical liberal,ultra liberals,Libéralisme,liberalism,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/liberalUnionistParty,Liberal Unionist Party,liberal unionist,Liberal Unionist Party,Parti libéral unioniste,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/libertarianism,Libertarianism,libertarian,religious libertarian,Libertarianism,Libertarianisme,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/malthusianism,Malthusianism,neo-Malthusianism,Malthusianism,Malthusianisme,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/maoism,Maoism,chinese communism,Maoism,Maoïsme,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/marriageLawReform,marriage law reform,married women's control of their own property,custody rights,divorce reform activist,divorce reformer,marriage law reformer,marriage reformer,married women's property supporter,maternal wage activist,pro-divorce,marriage law reform,réforme du mariage,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/marxism,Marxism,marxist,Marxism,Marxisme,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/militarism,militarism,militarist,militarism,militarisme,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/monarchism,monarchism,active royalists,loyalty to the Crown,royalist politician,constitutional monarchist,monarchist,royalist,Monarchisme,monarchism,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/multiculturalism,multiculturalism,multiculturalist,Multiculturalisme,multiculturalism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/multiracialism,multiracialism,multi-racialist,multiracialism,multiracialisme,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/nationalism,nationalism,Nationalisme,nationalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/nazism,Nazism,nazi,pro-nazi,Nazism,Nazisme,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/neo-Conservatism,neo-conservatism,neo-Conservative,Néo-conservatisme,neo-conservatism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/newDealer,new dealer,défenseur du New Deal,new dealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/newUnionism,New Unionism,New Trade Unionism,New Unionism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/nihilism,nihilism,nihilist,Nihilisme,nihilism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/nonjurorsMovement,nonjurors movement,Non-jurors,nonjurors,mouvement du clergé réfractaire,nonjurors movement,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/oppositionPolitics,opposition politics,Opposition,opposition (politique),opposition politics,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/pacifism,pacifism,pacifist,pacifist supporter,peace campaigner,peace movement,socialist pacifist,Pacifisme,pacifism,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/parliamentarianism,parliamentarianism,parliamentarian,pro-parliamentarian,parlementarisme,parliamentarianism,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/parliamentaryReform,parliamentary reform,parliamentary reformer,pro-reform,parliamentary reform,réforme parlementaire,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/paternalism,paternalism,paternalist,paternalism,paternalisme,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/patriotism,patriotism,patriot,patriotic,Patriotisme,patriotism,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/philosophicalRadicals,Philosophical Radicals,Philosophic Radicals,Philosophical Radicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/polishNationalism,Polish nationalism,polish nationalist,Polish nationalism,nationalisme polonais,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/PoliticalInvolvement,political involvement,political involvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/PoliticalMembership,political membership,political membership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/poorAdvocacy,poor advocacy,advocate for the poor,défense des pauvres,poor advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/poorLawReform,poor law reform,Poor Law reform,poor law reform,réforme de la Poor Law,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/prisonReform,prison reform,prison reform,réforme pénitentiaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/pro-American,pro-American,pro-American,pro-américain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/pro-BoerWar,pro-Boer War,pro-Boer,pro-Boer War,pro-guerre des Boers,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/pro-Catholicism,pro-Catholicism,catholic,non-compounder,pro-Catholic,roman catholic,pro-Catholicism,procatholicisme,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/pro-Choice,pro-choice,Mouvement pro-choix,pro-choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/pro-European,pro-European,Europeanist,europhile,pro-European,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/pro-Slavery,pro-slavery,pro-esclavagisme,pro-slavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/propertyLawReform,property law reform,illegitimacy reformer,land reform,land reformer,property reform,property law reform,réforme des droits à la propriété,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/protestantRule,Protestant rule,protestant,protestantism,Protestant rule,gouvernement protestant,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/racialEquality,racial equality,activist for racial equality,race equality,racial equality activist,racial integration,racial integrationist,racial equality,équité raciale,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/racism,racism,racist,Racisme,racism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/radicalism,radicalism,political radical,radical,radical dissident,working class radical,radicalism,radicalisme,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/rationalism,rationalism,rationalist,Rationalisme,rationalism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/republicanism,republicanism,Républicanisme,republicanism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/revolutionaryPolitics,revolutionary,pro-revolutionary,revolutionary,révolutionnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/sabbatarianism,Sabbatarianism,Sabbatarianism,Sabbatarianisme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/sanitaryMovement,sanitary movement,mouvement pour l'assainissement,sanitary movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/scottishNationalism,Scottish nationalism,scots nationalist,scottish nationalist,Nationalisme écossais,Scottish nationalism,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/secularism,secularism,secularist,Laïcité,secularism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/separatism,separatism,Separatist,indépendantisme,separatism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/sexualReform,sexual reform,sex-trade activist,sex-trade reformer,sexual liberationist,sexual libertarian,sexual reformer,révolution sexuelle,sexual reform,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/socialism,socialism,Fabian,Independent Socialist,Social Democrat,Social Democratic Foundation,Social Democratic Party,Social Democrats,fabian socialist,militant socialist,owenite socialism,radical socialist,socialist,socialist and feminist,socialist feminist,socialist organizer,socialism,socialisme,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/socialPurity,social purity,purity movement,abolition de la prostitution (Royaume-Uni),social purity,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/socialReform,social reform,progressivism,reform,reformer,reformers,reformist,social and legal reform,social reformer,social welfare,réforme sociale,social reform,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/societyOfFriends,Society of Friends,Society of Friends,Société religieuse des Amis,"Friends, Society of",pro-toleration,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/spanishRepublicanism,Spanish republicanism,spanish republican,spanish republican supporter,Spanish republicanism,républicanisme Espagnol,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/stalinism,Stalinism,stalinist,totalitarian,Stalinism,Stalinisme,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/suffrage,suffrage movement,activist; suffrage campaigner,International Suffrage Congress,Woman Suffrage,Women's Enfranchisement,christian suffragist,female suffrage,moderate suffragist,non-militant suffragist,suffrage,suffrage demonstrator,suffrage leader,suffrage organisations,suffrage organizer,suffrage politics,suffrage processions,suffragette,suffragettes,suffragist,supporter of the women's suffrage movement,women's franchise,women's suffrage,Droit de vote,suffrage movement,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/taxResistance,tax resistance,tax resister,tax withholder,Résistance fiscale,tax resistance,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/temperanceMovement,temperance movement,temperance,temperance activist,temperance supporter,temperance work,temperance worker,Ligue de tempérance,temperance movement,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/tradeUnionism,trade unionism,trade unionist,union movement,unionism,women's trade unions,syndicalisme,trade unionism,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/urbanReform,urban reform,urban reformer,renouvellement urbain,urban reform,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/utilitarianism,utilitarianism,Utilitarisme,utilitarianism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/vegetarianism,vegetarianism,vegetarian,Végétarisme,vegetarianism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/welshNationalism,Welsh nationalism,welsh nationalist,Nationalisme gallois,Welsh nationalism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/whiggism,whiggism,dissident whig,foxite whig,opposition whig,pittite whig,whig,whigs,williamite,whiggism,whiggisme,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/wilkite,Wilkite,Wilkite,Wilkite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/womanism,womanism,womanist,féminisme africain,womanism,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/womensEducationReform,women's education reform,activist for women's education,campaigner for women's education,education for women,female education,female education advocate,women educators,women's education reformer,women's higher education,women's medical education,réforme de l'éducation des filles,women's education reform,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/womensEmploymentReform,women's employment reform,employment activist,equal rights in the work place,female employment,salary reform,women's employment reformer,réforme du travail des femmes,women's employment reform,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/yorkist,Yorkist,Maison d'York,Yorkist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/PoliticalAffiliation,http://id.lincsproject.ca/identity/zionism,Zionism,proto-Zionist,zionist,Sionisme,Zionism,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/RaceColour,http://id.lincsproject.ca/identity/afro-CaribbeanRaceColour,Afro-Caribbean,Afro-Caribbean,Afro-Caribéens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/RaceColour,http://id.lincsproject.ca/identity/anglo-IrishRaceColour,Anglo-Irish,Anglo-Irish,Anglo-irlandais,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/RaceColour,http://id.lincsproject.ca/identity/asianRaceColour,Asian,Asian,Asiatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/RaceColour,http://id.lincsproject.ca/identity/blackRaceColour,black,blackwoman,black,noir,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/RaceColour,http://id.lincsproject.ca/identity/blackWomanRaceColour,blackwoman,blackwoman,femme noire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://id.lincsproject.ca/identity/RaceColour,http://id.lincsproject.ca/identity/creoleRaceColour,Creole,Creole,Créole,,,,,,,,,,,,,,,,,,,,,,,,,,,,
