ORLANDO TERM,Possible URI,Possible URI #2
bestiary,http://id.lincsproject.ca/genre/bestiary
biblical paraphrase,http://id.lincsproject.ca/genre/biblicalParaphrase
biblicalparaphrase,http://id.lincsproject.ca/genre/biblicalParaphrase
bibliographic record,http://id.lincsproject.ca/genre/bibliographicRecord
bibliographicrecord,http://id.lincsproject.ca/genre/bibliographicRecord
bibliography,http://id.lincsproject.ca/genre/bibliography
bildungsroman,http://id.lincsproject.ca/genre/bildungsroman
biographical dictionary,http://id.lincsproject.ca/genre/biographicalDictionary
biographicaldictionary,http://id.lincsproject.ca/genre/biographicalDictionary
biographie ,http://id.lincsproject.ca/genre/biography
biography,http://id.lincsproject.ca/genre/biography
bisexual,http://id.lincsproject.ca/genre/bisexual
bisexuelle,http://id.lincsproject.ca/genre/bisexual
black comedy,http://id.lincsproject.ca/genre/blackComedy
blackcomedy,http://id.lincsproject.ca/genre/blackComedy
book series,http://id.lincsproject.ca/genre/bookSeries
book,http://id.lincsproject.ca/genre/book
bookseries,http://id.lincsproject.ca/genre/bookSeries
born digital,http://id.lincsproject.ca/genre/bornDigital
borndigital,http://id.lincsproject.ca/genre/bornDigital
bout-rimé,http://id.lincsproject.ca/genre/boutsRimes
bouts-rimés,http://id.lincsproject.ca/genre/boutsRimes
boutsrimes,http://id.lincsproject.ca/genre/boutsRimes
broadside,http://id.lincsproject.ca/genre/broadside
burletta,http://id.lincsproject.ca/genre/burletta
business,http://id.lincsproject.ca/genre/business
cabaret,http://id.lincsproject.ca/genre/cabaret
calendar,http://id.lincsproject.ca/genre/calendar
calendarform,http://id.lincsproject.ca/genre/CalendarForm
camp,http://id.lincsproject.ca/genre/camp
captivity narrative,http://id.lincsproject.ca/genre/captivityNarrative
captivitynarrative,http://id.lincsproject.ca/genre/captivityNarrative
carnet de croquis,http://id.lincsproject.ca/genre/sketchBook
carnet ou journal,http://id.lincsproject.ca/genre/notebook
carte,http://id.lincsproject.ca/genre/map
cartographic materials,http://id.lincsproject.ca/genre/cartographicMaterials
cartographic,http://id.lincsproject.ca/genre/CartographicForm
cartographicform,http://id.lincsproject.ca/genre/CartographicForm
cartographicmaterials,http://id.lincsproject.ca/genre/cartographicMaterials
catalogue d'exposition,http://id.lincsproject.ca/genre/exhibitionCatalogue
catalogue,http://id.lincsproject.ca/genre/catalogue
catalogueform,http://id.lincsproject.ca/genre/CatalogueForm
catechism,http://id.lincsproject.ca/genre/catechism
catéchisme,http://id.lincsproject.ca/genre/catechism
cautionary tale,http://id.lincsproject.ca/genre/cautionaryTale
cautionarytale,http://id.lincsproject.ca/genre/cautionaryTale
chanson populaire,http://id.lincsproject.ca/genre/folkSong
chanson,http://id.lincsproject.ca/genre/song
chapbook,http://id.lincsproject.ca/genre/chapbook
chapter,http://id.lincsproject.ca/genre/chapter
character sketch,http://id.lincsproject.ca/genre/characterSketch
charactersketch,http://id.lincsproject.ca/genre/characterSketch
charade,http://id.lincsproject.ca/genre/charade
childrens literature,http://id.lincsproject.ca/genre/childrensLiterature
childrensliterature,http://id.lincsproject.ca/genre/childrensLiterature
childrensliteraturegenre,http://id.lincsproject.ca/genre/ChildrensLiteratureGenre
chronology,http://id.lincsproject.ca/genre/chronology
church order,http://id.lincsproject.ca/genre/churchOrder
churchorder,http://id.lincsproject.ca/genre/churchOrder
clerihew,http://id.lincsproject.ca/genre/clerihew
closet drama,http://id.lincsproject.ca/genre/closetDrama
closetdrama,http://id.lincsproject.ca/genre/closetDrama
collection,http://id.lincsproject.ca/genre/collection
collectionform,http://id.lincsproject.ca/genre/CollectionForm
collective creation,http://id.lincsproject.ca/genre/collectiveCreation
collectivecreation,http://id.lincsproject.ca/genre/collectiveCreation
colouring book,http://id.lincsproject.ca/genre/colouringBook
colouringbook,http://id.lincsproject.ca/genre/colouringBook
column,http://id.lincsproject.ca/genre/column
comedicgenre,http://id.lincsproject.ca/genre/ComedicGenre
comedy of humours,http://id.lincsproject.ca/genre/comedyOfHumours
comedy of intrigue,http://id.lincsproject.ca/genre/comedyOfIntrigue
comedy of manners,http://id.lincsproject.ca/genre/comedyOfManners
comedy of menace,http://id.lincsproject.ca/genre/comedyOfMenace
comedy,http://id.lincsproject.ca/genre/comedy
comedyofhumours,http://id.lincsproject.ca/genre/comedyOfHumours
comedyofintrigue,http://id.lincsproject.ca/genre/comedyOfIntrigue
comedyofmanners,http://id.lincsproject.ca/genre/comedyOfManners
comedyofmenace,http://id.lincsproject.ca/genre/comedyOfMenace
comic book,http://id.lincsproject.ca/genre/comicBook
comicbook,http://id.lincsproject.ca/genre/comicBook
coming out,http://id.lincsproject.ca/genre/comingOut
comingout,http://id.lincsproject.ca/genre/comingOut
commentary,http://id.lincsproject.ca/genre/commentary
commonplace book,http://id.lincsproject.ca/genre/commonplaceBook
commonplacebook,http://id.lincsproject.ca/genre/commonplaceBook
companion,http://id.lincsproject.ca/genre/manual
computer program,http://id.lincsproject.ca/genre/computerProgram
computerprogram,http://id.lincsproject.ca/genre/computerProgram
comédie d'intrigue,http://id.lincsproject.ca/genre/comedyOfIntrigue
