File,ID,Project ID,Record Creation Date,Record Change Date,Preferred Name,Displayed Name,Orlando Standard Name,SameAs Wikidata,SameAs VIAF,SameAs Getty,Alternate Name,Alternate Names,Historic Name,CWRC URI,Primary URI,Secondary URI
orlando_0002e97c-f9f6-41ac-bbf4-af2ab1e1f51c,0002e97c-f9f6-41ac-bbf4-af2ab1e1f51c,orlando,2020-09-02,2020-09-02,Fortune Press,,Fortune Press,,http://viaf.org/viaf/123241335,,,,,https://commons.cwrc.ca/orlando:0002e97c-f9f6-41ac-bbf4-af2ab1e1f51c,http://viaf.org/viaf/123241335,
orlando_0006809f-e29e-40d7-a227-56797246bbce,0006809f-e29e-40d7-a227-56797246bbce,orlando,2020-09-02,2020-09-02,Harlaw Academy,,Harlaw Academy,,http://viaf.org/viaf/232245910 | http://viaf.org/viaf/4107169929786869380000,,Aberdeen Girls' High School,,,https://commons.cwrc.ca/orlando:0006809f-e29e-40d7-a227-56797246bbce,http://viaf.org/viaf/232245910,
orlando_0008243a-9a92-4643-9ed0-d7f2ba38b6e7,0008243a-9a92-4643-9ed0-d7f2ba38b6e7,orlando,2020-09-03,2020-09-03,Socialist Party,,Socialist Party,,,,,,,https://commons.cwrc.ca/orlando:0008243a-9a92-4643-9ed0-d7f2ba38b6e7,https://commons.cwrc.ca/orlando:0008243a-9a92-4643-9ed0-d7f2ba38b6e7,
orlando_00115dd8-1044-4512-b840-08fd58b3dca9,00115dd8-1044-4512-b840-08fd58b3dca9,orlando,2020-09-03,2020-09-03,Wisbech Canners,,Wisbech Canners,,,,,,,https://commons.cwrc.ca/orlando:00115dd8-1044-4512-b840-08fd58b3dca9,https://commons.cwrc.ca/orlando:00115dd8-1044-4512-b840-08fd58b3dca9,
orlando_0020e114-21d5-44af-bbf2-f5ced4305f10,0020e114-21d5-44af-bbf2-f5ced4305f10,orlando,2020-09-02,2020-09-02,Fabian Research Department,,Fabian Research Department,,,,,,,https://commons.cwrc.ca/orlando:0020e114-21d5-44af-bbf2-f5ced4305f10,https://commons.cwrc.ca/orlando:0020e114-21d5-44af-bbf2-f5ced4305f10,
orlando_002571ee-cba2-47c4-81e3-cdb753f6f8ba,002571ee-cba2-47c4-81e3-cdb753f6f8ba,orlando,2020-09-03,2020-09-03,Seven Stories. The National Centre for Children's Books,,Seven Stories. The National Centre for Children's Books,,,,,,,https://commons.cwrc.ca/orlando:002571ee-cba2-47c4-81e3-cdb753f6f8ba,https://commons.cwrc.ca/orlando:002571ee-cba2-47c4-81e3-cdb753f6f8ba,
orlando_00263a96-318e-48b5-971b-eb142e9be5af,00263a96-318e-48b5-971b-eb142e9be5af,orlando,2020-09-02,2020-09-02,Goethe and Schiller Archives,,Goethe and Schiller Archives,,,,,,,https://commons.cwrc.ca/orlando:00263a96-318e-48b5-971b-eb142e9be5af,https://commons.cwrc.ca/orlando:00263a96-318e-48b5-971b-eb142e9be5af,
orlando_003611a9-e6dd-4f52-b367-e7f5239863a6,003611a9-e6dd-4f52-b367-e7f5239863a6,orlando,2020-09-03,2020-09-03,Talawa Theatre Company,,Talawa Theatre Company,,http://viaf.org/viaf/159703825,,,,,https://commons.cwrc.ca/orlando:003611a9-e6dd-4f52-b367-e7f5239863a6,http://viaf.org/viaf/159703825,
orlando_0036a13a-8f56-4eaf-89ab-abed5f100df6,0036a13a-8f56-4eaf-89ab-abed5f100df6,orlando,2020-09-03,2020-09-03,Ramanathan College for Girls,,Ramanathan College for Girls,,,,,,,https://commons.cwrc.ca/orlando:0036a13a-8f56-4eaf-89ab-abed5f100df6,https://commons.cwrc.ca/orlando:0036a13a-8f56-4eaf-89ab-abed5f100df6,
orlando_003bf333-da1c-4840-a40d-2a80a6cf56aa,003bf333-da1c-4840-a40d-2a80a6cf56aa,orlando,2020-09-02,2020-09-02,J. S. Ogilvie,,J. S. Ogilvie,,http://viaf.org/viaf/138762308 | http://viaf.org/viaf/3239150172662100180009,,,,,https://commons.cwrc.ca/orlando:003bf333-da1c-4840-a40d-2a80a6cf56aa,http://viaf.org/viaf/138762308,
orlando_003c4568-66cb-49fe-a97d-e46f8483fecf,003c4568-66cb-49fe-a97d-e46f8483fecf,orlando,2020-09-03,2020-09-03,Smith Academy,,Smith Academy,,http://viaf.org/viaf/131658743,,,,,https://commons.cwrc.ca/orlando:003c4568-66cb-49fe-a97d-e46f8483fecf,http://viaf.org/viaf/131658743,
orlando_003e1b93-638d-43f6-b251-688b98a44de3,003e1b93-638d-43f6-b251-688b98a44de3,orlando,2020-09-03,2020-09-03,Salmon Publishing,,Salmon Publishing,,,,,,,https://commons.cwrc.ca/orlando:003e1b93-638d-43f6-b251-688b98a44de3,https://commons.cwrc.ca/orlando:003e1b93-638d-43f6-b251-688b98a44de3,
orlando_004e2c83-5695-425b-8d0e-c0d9f9175fa5,004e2c83-5695-425b-8d0e-c0d9f9175fa5,orlando,2020-09-02,2020-09-02,National Publishing Company,,National Publishing Company,,,,,,,https://commons.cwrc.ca/orlando:004e2c83-5695-425b-8d0e-c0d9f9175fa5,https://commons.cwrc.ca/orlando:004e2c83-5695-425b-8d0e-c0d9f9175fa5,
orlando_00577626-434c-4286-8a0d-525c3c3082f1,00577626-434c-4286-8a0d-525c3c3082f1,orlando,2020-09-02,2020-09-02,"Lucy Cavendish College, Cambridge University","Lucy Cavendish College, Cambridge University","Lucy Cavendish College,, Cambridge University",,,,,,,https://commons.cwrc.ca/orlando:00577626-434c-4286-8a0d-525c3c3082f1,https://commons.cwrc.ca/orlando:00577626-434c-4286-8a0d-525c3c3082f1,
orlando_00577752-b053-4c24-8c92-4378b8a5df7e,00577752-b053-4c24-8c92-4378b8a5df7e,orlando,2020-09-03,2020-09-03,Project Gutenberg,,Project Gutenberg,http://www.wikidata.org/entity/Q22673,http://viaf.org/viaf/141011491,,,,,https://commons.cwrc.ca/orlando:00577752-b053-4c24-8c92-4378b8a5df7e,http://viaf.org/viaf/141011491,
orlando_006e669c-1f5c-408f-b185-a8972d8e592a,006e669c-1f5c-408f-b185-a8972d8e592a,orlando,2020-09-02,2020-09-02,Jewish Emigration Society,,Jewish Emigration Society,,,,,,,https://commons.cwrc.ca/orlando:006e669c-1f5c-408f-b185-a8972d8e592a,https://commons.cwrc.ca/orlando:006e669c-1f5c-408f-b185-a8972d8e592a,
orlando_00710476-1640-4f92-bb0b-48ebf809d654,00710476-1640-4f92-bb0b-48ebf809d654,orlando,2020-09-03,2020-09-03,Vineland Training School,,Vineland Training School,,http://viaf.org/viaf/264859512,,,,,https://commons.cwrc.ca/orlando:00710476-1640-4f92-bb0b-48ebf809d654,http://viaf.org/viaf/264859512,
orlando_00711778-dc91-459b-818d-f9aaa640c5f2,00711778-dc91-459b-818d-f9aaa640c5f2,orlando,2020-09-02,2020-09-02,Bury St Edmunds Grammar School,,Bury St Edmunds Grammar School,http://www.wikidata.org/entity/Q6411535,,,,,,https://commons.cwrc.ca/orlando:00711778-dc91-459b-818d-f9aaa640c5f2,http://www.wikidata.org/entity/Q6411535,
orlando_0072fdc6-e00f-4a7c-a4d4-76558b15db15,0072fdc6-e00f-4a7c-a4d4-76558b15db15,orlando,2020-09-02,2020-09-02,Jane Austen Memorial Trust,,Jane Austen Memorial Trust,,,,,,,https://commons.cwrc.ca/orlando:0072fdc6-e00f-4a7c-a4d4-76558b15db15,https://commons.cwrc.ca/orlando:0072fdc6-e00f-4a7c-a4d4-76558b15db15,
orlando_0074b94f-3a02-4202-ad57-3cc8004ccbdd,0074b94f-3a02-4202-ad57-3cc8004ccbdd,orlando,2020-09-02,2020-09-02,Lambert and Son,,Lambert and Son,,,,,,,https://commons.cwrc.ca/orlando:0074b94f-3a02-4202-ad57-3cc8004ccbdd,https://commons.cwrc.ca/orlando:0074b94f-3a02-4202-ad57-3cc8004ccbdd,
orlando_0082692e-4252-4a4a-b241-602e414f5cee,0082692e-4252-4a4a-b241-602e414f5cee,orlando,2020-09-03,2020-09-03,Women's Battalion,,Women's Battalion,,,,,,,https://commons.cwrc.ca/orlando:0082692e-4252-4a4a-b241-602e414f5cee,https://commons.cwrc.ca/orlando:0082692e-4252-4a4a-b241-602e414f5cee,
orlando_008a8ad2-e9bb-4d95-bb19-e96bd387ae57,008a8ad2-e9bb-4d95-bb19-e96bd387ae57,orlando,2020-09-02,2020-09-02,Association of Fraternal Democrats,,Association of Fraternal Democrats,,,,Society of Fraternal Democrats,,,https://commons.cwrc.ca/orlando:008a8ad2-e9bb-4d95-bb19-e96bd387ae57,https://commons.cwrc.ca/orlando:008a8ad2-e9bb-4d95-bb19-e96bd387ae57,
orlando_00991aa5-cb02-4e03-906f-10b2a82e1968,00991aa5-cb02-4e03-906f-10b2a82e1968,orlando,2020-09-02,2020-09-02,Fulbourne Mental Hospital,,Fulbourne Mental Hospital,,,,,,,https://commons.cwrc.ca/orlando:00991aa5-cb02-4e03-906f-10b2a82e1968,https://commons.cwrc.ca/orlando:00991aa5-cb02-4e03-906f-10b2a82e1968,
orlando_009d4220-b557-4587-8572-bbad50198052,009d4220-b557-4587-8572-bbad50198052,orlando,2020-09-03,2020-09-03,Royal College of Midwives,,Royal College of Midwives,,http://viaf.org/viaf/139255687 | http://viaf.org/viaf/1425149198284874940008,,Midwives' Institute | College of Midwives | Matrons' Aid or Trained Midwives' Registration Society,,,https://commons.cwrc.ca/orlando:009d4220-b557-4587-8572-bbad50198052,http://viaf.org/viaf/139255687,
orlando_00ad7305-9fb3-44e3-b074-39543e1102b7,00ad7305-9fb3-44e3-b074-39543e1102b7,orlando,2020-09-02,2020-09-02,Michel Publishers,,Michel Publishers,,,,,,,https://commons.cwrc.ca/orlando:00ad7305-9fb3-44e3-b074-39543e1102b7,https://commons.cwrc.ca/orlando:00ad7305-9fb3-44e3-b074-39543e1102b7,
orlando_00c70444-b31e-4eb2-8569-5a58ddb5bc18,00c70444-b31e-4eb2-8569-5a58ddb5bc18,orlando,2020-09-03,2020-09-03,Hammersmith Socialist Society,,Hammersmith Socialist Society,,,,,,,https://commons.cwrc.ca/orlando:00c70444-b31e-4eb2-8569-5a58ddb5bc18,https://commons.cwrc.ca/orlando:00c70444-b31e-4eb2-8569-5a58ddb5bc18,
orlando_00cb175b-f2b2-4fe1-b310-373e53510618,00cb175b-f2b2-4fe1-b310-373e53510618,orlando,2020-09-03,2020-09-03,Society for Protection of Unborn Children,,Society for Protection of Unborn Children,,,,Society for the Protection of Unborn Children,,,https://commons.cwrc.ca/orlando:00cb175b-f2b2-4fe1-b310-373e53510618,https://commons.cwrc.ca/orlando:00cb175b-f2b2-4fe1-b310-373e53510618,
orlando_00cc065c-05c6-4164-b723-d63547424fd1,00cc065c-05c6-4164-b723-d63547424fd1,orlando,2022-09-02,,Casino Theatre (NYC),,,http://www.wikidata.org/entity/Q5048879,,,,,,https://commons.cwrc.ca/orlando:00cc065c-05c6-4164-b723-d63547424fd1,http://www.wikidata.org/entity/Q5048879,
orlando_00ce2c41-b247-44e3-a9d9-b10a155413f9,00ce2c41-b247-44e3-a9d9-b10a155413f9,orlando,2020-09-02,2020-09-02,Athlone Press,,Athlone Press,,http://viaf.org/viaf/126853904,,,,,https://commons.cwrc.ca/orlando:00ce2c41-b247-44e3-a9d9-b10a155413f9,http://viaf.org/viaf/126853904,
orlando_00dd64af-3d23-4084-a367-e6daa0151e35,00dd64af-3d23-4084-a367-e6daa0151e35,orlando,2020-09-02,2020-09-02,Gurney's Norwich Bank,,Gurney's Norwich Bank,,,,,,,https://commons.cwrc.ca/orlando:00dd64af-3d23-4084-a367-e6daa0151e35,https://commons.cwrc.ca/orlando:00dd64af-3d23-4084-a367-e6daa0151e35,
orlando_00ded5b9-2138-4921-b235-a81431cab873,00ded5b9-2138-4921-b235-a81431cab873,orlando,2020-09-02,2020-09-02,Headland Poetry Publications,,Headland Poetry Publications,,,,,,,https://commons.cwrc.ca/orlando:00ded5b9-2138-4921-b235-a81431cab873,https://commons.cwrc.ca/orlando:00ded5b9-2138-4921-b235-a81431cab873,
orlando_00e0b6bc-d26b-4268-883b-fda3fdad3f78,00e0b6bc-d26b-4268-883b-fda3fdad3f78,orlando,2020-09-03,2020-09-03,Working Men's Club and Institute Union,,Working Men's Club and Institute Union,,,,,,,https://commons.cwrc.ca/orlando:00e0b6bc-d26b-4268-883b-fda3fdad3f78,https://commons.cwrc.ca/orlando:00e0b6bc-d26b-4268-883b-fda3fdad3f78,
orlando_00ecbeec-089e-4d2f-a582-e69d03fa2691,00ecbeec-089e-4d2f-a582-e69d03fa2691,orlando,2020-09-02,2020-09-02,Minerva Theatre,,Minerva Theatre,http://www.wikidata.org/entity/Q6864511,,,,,,https://commons.cwrc.ca/orlando:00ecbeec-089e-4d2f-a582-e69d03fa2691,http://www.wikidata.org/entity/Q6864511,
orlando_00faa5a2-6834-4dd3-b920-3d3ed1f9c4b3,00faa5a2-6834-4dd3-b920-3d3ed1f9c4b3,orlando,2020-09-03,2020-09-03,Women's National Anti-Suffrage League,,Women's National Anti-Suffrage League,http://www.wikidata.org/entity/Q8031002,,,,,,https://commons.cwrc.ca/orlando:00faa5a2-6834-4dd3-b920-3d3ed1f9c4b3,http://www.wikidata.org/entity/Q8031002,
orlando_01041b70-0607-4d96-bb75-ee428aefbd84,01041b70-0607-4d96-bb75-ee428aefbd84,orlando,2020-09-03,2020-09-03,Porte-Saint-Martin,,Porte-Saint-Martin,,,,,,,https://commons.cwrc.ca/orlando:01041b70-0607-4d96-bb75-ee428aefbd84,https://commons.cwrc.ca/orlando:01041b70-0607-4d96-bb75-ee428aefbd84,
orlando_0106d9ac-eb68-470a-81ba-aead97cbaad9,0106d9ac-eb68-470a-81ba-aead97cbaad9,orlando,2020-09-03,2020-09-03,William Shoberl,,William Shoberl,,,,,,,https://commons.cwrc.ca/orlando:0106d9ac-eb68-470a-81ba-aead97cbaad9,https://commons.cwrc.ca/orlando:0106d9ac-eb68-470a-81ba-aead97cbaad9,
orlando_010ece6b-15d9-473c-8dfe-23a7ae971d30,010ece6b-15d9-473c-8dfe-23a7ae971d30,orlando,2020-09-02,2020-09-02,Institution of Electrical Engineers,,Institution of Electrical Engineers,,,,,,,https://commons.cwrc.ca/orlando:010ece6b-15d9-473c-8dfe-23a7ae971d30,https://commons.cwrc.ca/orlando:010ece6b-15d9-473c-8dfe-23a7ae971d30,
orlando_01117276-65dc-4b78-a49c-92a9b30a7b56,01117276-65dc-4b78-a49c-92a9b30a7b56,orlando,2020-09-02,2020-09-02,National Association for the Promotion of Social Science,,National Association for the Promotion of Social Science,http://www.wikidata.org/entity/Q16932075,http://viaf.org/viaf/133132233 | http://viaf.org/viaf/1145858313023050180,,NAPSS | Social Science Association,,,https://commons.cwrc.ca/orlando:01117276-65dc-4b78-a49c-92a9b30a7b56,http://www.wikidata.org/entity/Q16932075,http://viaf.org/viaf/133132233
orlando_01197819-0681-4876-b405-cf05463f6903,01197819-0681-4876-b405-cf05463f6903,orlando,2020-09-02,2020-09-02,Google,,Google,http://www.wikidata.org/entity/Q95,http://viaf.org/viaf/124291214,,Google Books,,,https://commons.cwrc.ca/orlando:01197819-0681-4876-b405-cf05463f6903,http://viaf.org/viaf/124291214,
orlando_0127e5c0-7fed-42b5-9cde-20f245a6d062,0127e5c0-7fed-42b5-9cde-20f245a6d062,orlando,2020-09-03,2020-09-03,Stage 1,,Stage 1,,,,,,,https://commons.cwrc.ca/orlando:0127e5c0-7fed-42b5-9cde-20f245a6d062,https://commons.cwrc.ca/orlando:0127e5c0-7fed-42b5-9cde-20f245a6d062,
orlando_012c8379-05aa-489c-8bf9-de4e0a89c998,012c8379-05aa-489c-8bf9-de4e0a89c998,orlando,2020-09-02,2020-09-02,Lady Rodney Nursing Home,,Lady Rodney Nursing Home,,,,,,,https://commons.cwrc.ca/orlando:012c8379-05aa-489c-8bf9-de4e0a89c998,https://commons.cwrc.ca/orlando:012c8379-05aa-489c-8bf9-de4e0a89c998,
orlando_01470ae1-e215-4259-8d70-9f141f8f2be9,01470ae1-e215-4259-8d70-9f141f8f2be9,orlando,2020-09-02,2020-09-02,Association of Cine and Television Technicians,,Association of Cine and Television Technicians,,http://viaf.org/viaf/125738515,,,,,https://commons.cwrc.ca/orlando:01470ae1-e215-4259-8d70-9f141f8f2be9,http://viaf.org/viaf/125738515,
orlando_0153e81b-8d2f-4d9b-b5eb-ee0e2d1a838b,0153e81b-8d2f-4d9b-b5eb-ee0e2d1a838b,orlando,2020-09-03,2020-09-03,Prix Femina,,Prix Femina,http://www.wikidata.org/entity/Q18945,,,,,,https://commons.cwrc.ca/orlando:0153e81b-8d2f-4d9b-b5eb-ee0e2d1a838b,http://www.wikidata.org/entity/Q18945,
orlando_0156fbc1-ee0f-4725-8530-d96a5c5a8a6a,0156fbc1-ee0f-4725-8530-d96a5c5a8a6a,orlando,2020-09-02,2020-09-02,Greville Press,,Greville Press,,http://viaf.org/viaf/153681800,,,,,https://commons.cwrc.ca/orlando:0156fbc1-ee0f-4725-8530-d96a5c5a8a6a,http://viaf.org/viaf/153681800,
orlando_015ebf98-785a-4ae7-8457-277f95064c14,015ebf98-785a-4ae7-8457-277f95064c14,orlando,2020-09-03,2020-09-03,University of Göttingen,,University of Göttingen,,,,University of Gottingen,,,https://commons.cwrc.ca/orlando:015ebf98-785a-4ae7-8457-277f95064c14,https://commons.cwrc.ca/orlando:015ebf98-785a-4ae7-8457-277f95064c14,
orlando_0166dab9-b747-4ddc-9db8-1b809eee17e2,0166dab9-b747-4ddc-9db8-1b809eee17e2,orlando,2020-09-03,2020-09-03,University of Dundee,,University of Dundee,,http://viaf.org/viaf/126549908,,"Queen's College, Dundee | University College, Dundee",,,https://commons.cwrc.ca/orlando:0166dab9-b747-4ddc-9db8-1b809eee17e2,http://viaf.org/viaf/126549908,
orlando_016d4721-ee2f-4e4b-b851-b037c3ef800d,016d4721-ee2f-4e4b-b851-b037c3ef800d,orlando,2020-09-02,2020-09-02,Fawcett Debating Society,,Fawcett Debating Society,,,,,,,https://commons.cwrc.ca/orlando:016d4721-ee2f-4e4b-b851-b037c3ef800d,https://commons.cwrc.ca/orlando:016d4721-ee2f-4e4b-b851-b037c3ef800d,
orlando_017ae5dc-7192-4357-8904-d421287f6148,017ae5dc-7192-4357-8904-d421287f6148,orlando,2020-09-02,2020-09-02,National and Local Government Officers' Association,,National and Local Government Officers' Association,,,,,,,https://commons.cwrc.ca/orlando:017ae5dc-7192-4357-8904-d421287f6148,https://commons.cwrc.ca/orlando:017ae5dc-7192-4357-8904-d421287f6148,
orlando_01806f9e-675a-4ccd-8456-3d37ce0f4df1,01806f9e-675a-4ccd-8456-3d37ce0f4df1,orlando,2020-09-02,2020-09-02,Bath Place Community Arts Press,,Bath Place Community Arts Press,,,,,,,https://commons.cwrc.ca/orlando:01806f9e-675a-4ccd-8456-3d37ce0f4df1,https://commons.cwrc.ca/orlando:01806f9e-675a-4ccd-8456-3d37ce0f4df1,
orlando_01823b38-ebab-4673-a6c8-63dc811fad84,01823b38-ebab-4673-a6c8-63dc811fad84,orlando,2020-09-03,2020-09-03,Red Lodge Girls' Reformatory School,,Red Lodge Girls' Reformatory School,,http://viaf.org/viaf/150483753,,,,,https://commons.cwrc.ca/orlando:01823b38-ebab-4673-a6c8-63dc811fad84,http://viaf.org/viaf/150483753,
orlando_01850874-aab9-463d-b7f5-f7df9de51f3a,01850874-aab9-463d-b7f5-f7df9de51f3a,orlando,2020-09-03,2020-09-03,Women's Football Association,,Women's Football Association,,,,,,,https://commons.cwrc.ca/orlando:01850874-aab9-463d-b7f5-f7df9de51f3a,https://commons.cwrc.ca/orlando:01850874-aab9-463d-b7f5-f7df9de51f3a,
orlando_01883b52-bfa5-4182-aadb-3ec767fbbcb1,01883b52-bfa5-4182-aadb-3ec767fbbcb1,orlando,2020-09-02,2020-09-02,British Association for the Advancement of Science,,British Association for the Advancement of Science,http://www.wikidata.org/entity/Q918782,http://viaf.org/viaf/104454592,,BA,,,https://commons.cwrc.ca/orlando:01883b52-bfa5-4182-aadb-3ec767fbbcb1,http://viaf.org/viaf/104454592,
orlando_018c68f8-7673-49fe-81ff-348ebfe84f2f,018c68f8-7673-49fe-81ff-348ebfe84f2f,orlando,2020-09-02,2020-09-02,Guy's Hospital,,Guy's Hospital,,http://viaf.org/viaf/132491414 | http://viaf.org/viaf/130773653,,,,,https://commons.cwrc.ca/orlando:018c68f8-7673-49fe-81ff-348ebfe84f2f,http://viaf.org/viaf/132491414,
orlando_018d0b9f-36ee-41fc-b482-c97d72bce9dd,018d0b9f-36ee-41fc-b482-c97d72bce9dd,orlando,2020-09-02,2020-09-02,Jamaican School of Drama,,Jamaican School of Drama,,,,,,,https://commons.cwrc.ca/orlando:018d0b9f-36ee-41fc-b482-c97d72bce9dd,https://commons.cwrc.ca/orlando:018d0b9f-36ee-41fc-b482-c97d72bce9dd,
orlando_018df972-da4a-4f40-9acf-6b0a9e26f15c,018df972-da4a-4f40-9acf-6b0a9e26f15c,orlando,2020-09-02,2020-09-02,Hillcroft College,,Hillcroft College,,,,Hillcroft Residential College for Working Women,,,https://commons.cwrc.ca/orlando:018df972-da4a-4f40-9acf-6b0a9e26f15c,https://commons.cwrc.ca/orlando:018df972-da4a-4f40-9acf-6b0a9e26f15c,
orlando_0191fc2e-6fac-477a-8e74-b1a761510981,0191fc2e-6fac-477a-8e74-b1a761510981,orlando,2020-09-03,2020-09-03,South Wales Printing and Publishing Company,,South Wales Printing and Publishing Company,,,,,,,https://commons.cwrc.ca/orlando:0191fc2e-6fac-477a-8e74-b1a761510981,https://commons.cwrc.ca/orlando:0191fc2e-6fac-477a-8e74-b1a761510981,
orlando_0198518b-221e-4335-971a-1374c8774bf8,0198518b-221e-4335-971a-1374c8774bf8,orlando,2020-09-02,2020-09-02,Anvil Press Poetry,,Anvil Press Poetry,,http://viaf.org/viaf/157193471,,,,,https://commons.cwrc.ca/orlando:0198518b-221e-4335-971a-1374c8774bf8,http://viaf.org/viaf/157193471,
orlando_01992fb0-5608-42c2-8d01-0a79f23aac50,01992fb0-5608-42c2-8d01-0a79f23aac50,orlando,2020-09-02,2020-09-02,Central Saint Martins School of Art and Design,,Central Saint Martins School of Art and Design,,,,Central School of Arts and Crafts,,,https://commons.cwrc.ca/orlando:01992fb0-5608-42c2-8d01-0a79f23aac50,https://commons.cwrc.ca/orlando:01992fb0-5608-42c2-8d01-0a79f23aac50,
orlando_019b1b08-2d24-40be-82a8-c0527390ff32,019b1b08-2d24-40be-82a8-c0527390ff32,orlando,2020-09-03,2020-09-03,Poetry Wales Press,,Poetry Wales Press,,,,,,,https://commons.cwrc.ca/orlando:019b1b08-2d24-40be-82a8-c0527390ff32,https://commons.cwrc.ca/orlando:019b1b08-2d24-40be-82a8-c0527390ff32,
orlando_01ad0b4e-536b-401d-ba58-b2d5e03fec7e,01ad0b4e-536b-401d-ba58-b2d5e03fec7e,orlando,2020-09-02,2020-09-02,League of Peace,,League of Peace,,,,,,,https://commons.cwrc.ca/orlando:01ad0b4e-536b-401d-ba58-b2d5e03fec7e,https://commons.cwrc.ca/orlando:01ad0b4e-536b-401d-ba58-b2d5e03fec7e,
orlando_01ad11d7-4c99-496b-a09c-fe21f190a94c,01ad11d7-4c99-496b-a09c-fe21f190a94c,orlando,2020-09-02,2020-09-02,India Railway Library,,India Railway Library,http://www.wikidata.org/entity/Q6021322,,,,,,https://commons.cwrc.ca/orlando:01ad11d7-4c99-496b-a09c-fe21f190a94c,http://www.wikidata.org/entity/Q6021322,
orlando_01b2bd26-7012-4c63-afc6-2389741367c7,01b2bd26-7012-4c63-afc6-2389741367c7,orlando,2020-09-03,2020-09-03,"St John's College, Oxford University","St John's College, Oxford University","St John's College,, Oxford University",,http://viaf.org/viaf/152441516,,,,,https://commons.cwrc.ca/orlando:01b2bd26-7012-4c63-afc6-2389741367c7,http://viaf.org/viaf/152441516,
orlando_01ca82e6-01ca-4379-a537-524dc42a010a,01ca82e6-01ca-4379-a537-524dc42a010a,orlando,2020-09-02,2020-09-02,Harvester Microform,,Harvester Microform,,,,,,,https://commons.cwrc.ca/orlando:01ca82e6-01ca-4379-a537-524dc42a010a,https://commons.cwrc.ca/orlando:01ca82e6-01ca-4379-a537-524dc42a010a,
orlando_01db7e05-b55a-44c6-94bb-cbf6286abd18,01db7e05-b55a-44c6-94bb-cbf6286abd18,orlando,2020-09-02,2020-09-02,Anglican Church,,Anglican Church,http://www.wikidata.org/entity/Q82708,http://viaf.org/viaf/135203514,,Church of England | Established Church | Episcopalian | Irish Church | Church of Ireland,,,https://commons.cwrc.ca/orlando:01db7e05-b55a-44c6-94bb-cbf6286abd18,http://viaf.org/viaf/135203514,
orlando_01dba9db-7e61-4f23-9496-319f0ec0adb8,01dba9db-7e61-4f23-9496-319f0ec0adb8,orlando,2020-09-02,2020-09-02,Clean Break,,Clean Break,http://www.wikidata.org/entity/Q19871987,http://viaf.org/viaf/151521363,,,,,https://commons.cwrc.ca/orlando:01dba9db-7e61-4f23-9496-319f0ec0adb8,http://viaf.org/viaf/151521363,
orlando_01ead75d-a01f-45c6-9759-8ea2636a1e43,01ead75d-a01f-45c6-9759-8ea2636a1e43,orlando,2020-09-03,2020-09-03,People's Suffrage Federation,,People's Suffrage Federation,,,,Peoples' Suffrage Federation for Adult Suffrage,,,https://commons.cwrc.ca/orlando:01ead75d-a01f-45c6-9759-8ea2636a1e43,https://commons.cwrc.ca/orlando:01ead75d-a01f-45c6-9759-8ea2636a1e43,
orlando_01ee566e-e71c-4285-b8a0-2b668086e11c,01ee566e-e71c-4285-b8a0-2b668086e11c,orlando,2020-09-03,2020-09-03,University of Bath,,University of Bath,,http://viaf.org/viaf/134325652,,,,,https://commons.cwrc.ca/orlando:01ee566e-e71c-4285-b8a0-2b668086e11c,http://viaf.org/viaf/134325652,
orlando_01ee755b-c8f7-45e1-b497-66d5120e152b,01ee755b-c8f7-45e1-b497-66d5120e152b,orlando,2020-09-02,2020-09-02,Old Canterbury Arms,,Old Canterbury Arms,,,,,,,https://commons.cwrc.ca/orlando:01ee755b-c8f7-45e1-b497-66d5120e152b,https://commons.cwrc.ca/orlando:01ee755b-c8f7-45e1-b497-66d5120e152b,
orlando_01f2e881-1bfd-4667-81d1-b09ddc5fba65,01f2e881-1bfd-4667-81d1-b09ddc5fba65,orlando,2020-09-02,2020-09-02,Avon Touring Company,,Avon Touring Company,,,,,,,https://commons.cwrc.ca/orlando:01f2e881-1bfd-4667-81d1-b09ddc5fba65,https://commons.cwrc.ca/orlando:01f2e881-1bfd-4667-81d1-b09ddc5fba65,
orlando_01fa20fb-9f35-4c11-919b-295d1e0d971c,01fa20fb-9f35-4c11-919b-295d1e0d971c,orlando,2020-09-02,2020-09-02,Menhir Press,,Menhir Press,,,,,,,https://commons.cwrc.ca/orlando:01fa20fb-9f35-4c11-919b-295d1e0d971c,https://commons.cwrc.ca/orlando:01fa20fb-9f35-4c11-919b-295d1e0d971c,
orlando_022c3b21-41ea-4095-b5b8-e8d2963f2102,022c3b21-41ea-4095-b5b8-e8d2963f2102,orlando,2020-09-02,2020-09-02,Falmouth School of Art,,Falmouth School of Art,,http://viaf.org/viaf/265951689,,,,,https://commons.cwrc.ca/orlando:022c3b21-41ea-4095-b5b8-e8d2963f2102,http://viaf.org/viaf/265951689,
orlando_022cd489-a0e8-4dbb-a9d6-09b20984df52,022cd489-a0e8-4dbb-a9d6-09b20984df52,orlando,2020-09-03,2020-09-03,University of Ghana,,University of Ghana,,http://viaf.org/viaf/133149993,,University College of the Gold Coast,,,https://commons.cwrc.ca/orlando:022cd489-a0e8-4dbb-a9d6-09b20984df52,http://viaf.org/viaf/133149993,
