http://sparql.cwrc.ca/ontologies/cwrc#philanthropist,philanthropist,educational philanthropist,patron of charities,active philanthropist,benefactor of school,private benefactor,philanthropic educationalist,philanthropy,donor to university,church donor,philanthropist,philanthopic activity,benefactor,"patron, philanthropist"
http://sparql.cwrc.ca/ontologies/cwrc#producer,producer,produced,producer,produced and appeared,producing
http://sparql.cwrc.ca/ontologies/cwrc#writingGroupParticipant,writing group participant,writing group president,writing group member
http://sparql.cwrc.ca/ontologies/cwrc#volunteer,volunteer,war volunteer,hospital volunteer,war volunteers,volunteer counsellor,food volunteer,volunteer soldier,civil defence volunteer,food kitchen volunteer,volunteer,volunteer personnel work,volunteer office work,school volunteer,voluntary aid detachment,volunteering for the newly formed babies club,volunteer cook and waitress
http://sparql.cwrc.ca/ontologies/cwrc#parishWork,parish work,parish worker,parish work,management of her husband's parish
http://sparql.cwrc.ca/ontologies/cwrc#skinner,skinner
http://sparql.cwrc.ca/ontologies/cwrc#pilot,pilot,pilot
http://sparql.cwrc.ca/ontologies/cwrc#printing,printing,printing press manager,printing,printer,printing and bookselling businesses,in printing
http://sparql.cwrc.ca/ontologies/cwrc#dairyWork,dairy work,milkwoman,milker
http://sparql.cwrc.ca/ontologies/cwrc#eventOrganizer,event organizer,bazaar organizer,festival organizer,poetry organizer,entertainment organizer,community organizer,peace congress organizer,organizer,exhibition organizer,demonstration organiser,local organiser,organized evening lectures for women
http://sparql.cwrc.ca/ontologies/cwrc#slaveOwner,slave owner,slave owner
http://sparql.cwrc.ca/ontologies/cwrc#upholsterer,upholsterer,upholsterer
http://sparql.cwrc.ca/ontologies/cwrc#military,military,quartermaster,para military officer,deputy lieutenant,military driver,lieutenant general,military officer,artillery officer,military escort,military,artillery gunner,captain of militia,soldier,major general,colonel,war hero,military leadership,lieutenant,militia captain,military communications,camouflage worker,aide de camp,captain (later admiral),air raid shelter marshal,territorial soldier,air raid defence provider,non commissioned officer,solider,commander of a highland regiment,half pay officer,recruiting officer,second lieutenant
http://sparql.cwrc.ca/ontologies/cwrc#businessOwner,business owner,store owner,mine owner,music shop owner,coffee shop owner,barbershop owner,mill owner,factory owner,newspaper magnate,owner of food outlet,colliery owner,bar owner,shop owner,magazine proprietor,proprietor,sex shop owner,newspaper proprietor,mail order business,pottery magnate,news agency proprietor
http://sparql.cwrc.ca/ontologies/cwrc#maidOfHonour,maid of honour,maid of honour
http://sparql.cwrc.ca/ontologies/cwrc#humanitarianWork,humanitarian work,international aid worker,distribution of medical supplies
http://sparql.cwrc.ca/ontologies/cwrc#manufacturer,manufacturer,manufacturer,co operative manufacturer,tobacco manufacturer,lime manufacturer,smallware manufacturing,manufacturer of machinery,cutler,manufacturer of fancy goods,jet ornament manufacturer
http://sparql.cwrc.ca/ontologies/cwrc#bibliophile,bibliophile,bibliophile
http://sparql.cwrc.ca/ontologies/cwrc#adjudicator,adjudicator,awards judge,contest judge,adjudicator,selector for the poetry book society
http://sparql.cwrc.ca/ontologies/cwrc#government,government,served in the legislature,government adviser,elected,representative,government fishery advisor
http://sparql.cwrc.ca/ontologies/cwrc#teacher,teacher,teacher,sub preceptor,singing teacher,giving courses,writing instructor,school mistress,elocution teacher,pupil teacher,schoolteacher,art teacher,schoolmaster,tutor,religious teacher,educational pioneer,tutoring,weapons instructor,music teacher,university tutor,home educator,tutor in languages and belles lettres,bible teaching,dancing teacher,sunday school mistress,french teacher,teaching aide,housemaster,creative writing teacher,tutor in divinity,sunday school teacher,piano teacher,geography teacher,senior english mistress,teaching,classics teacher,schoolmistress,assistant schoolmistress,instructor,classical tutor,teacher's assistant,art instructor,first assistant mistress,assistant mistress
http://sparql.cwrc.ca/ontologies/cwrc#accountant,accountant,household accountant,agent and accountant,book keeper,management accountant,keeping accounts,accountant,family budgeting,family financial manager
